image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-1.jpg,7.784936e-08,6.152224e-09,2.3051247e-07,7.295688e-08,0.9996701,3.1531755e-09,3.8582723e-08,1.4211962e-07,6.1073635e-09,1.0555482e-07,0.00030028835,1.4911254e-06,2.9714984e-06,1.8436864e-07,1.1888288e-06,1.3141961e-05,4.269787e-09,7.2217425e-08,6.943599e-06,9.910436e-08,5.0942603e-08,3.8977927e-08,1.2198354e-06,5.9879914e-09,2.109257e-08,9.557055e-09,9.485883e-09,1.7743441e-06,2.7129047e-08,5.114225e-09
Img-2.jpg,3.626792e-05,0.00040366425,1.7795135e-05,0.0016284643,0.00010975374,0.0024072456,7.201712e-05,0.00025703083,6.39718e-05,0.00039893898,5.191143e-05,0.0002748656,1.8591802e-05,0.00088870653,0.00021397635,8.431499e-05,0.0015069281,5.2980693e-05,2.7719912e-05,0.3638476,0.0009497077,0.0006993442,0.002131077,0.00058228045,0.620709,3.3036806e-05,0.0013385006,0.0010802373,5.0128307e-05,6.398973e-05
Img-3.jpg,0.00036617322,0.00023518126,3.8811293e-05,0.00036724302,0.0062573804,3.8581973e-05,0.0003839311,1.25063e-05,1.2454193e-05,2.578999e-05,0.0011351012,0.00026457678,9.998616e-05,2.0227146e-05,0.00015521335,0.85732657,0.00013113549,4.5305574e-06,0.00016636135,0.00016698748,0.0005417997,4.5771194e-05,0.12987064,3.325157e-06,0.00013982056,8.6642485e-06,6.1305745e-06,9.229768e-06,4.6894334e-06,0.0021611731
Img-4.jpg,6.736173e-07,3.8284972e-05,3.674758e-07,3.2693247e-06,5.7139694e-08,8.1061036e-05,7.4725796e-07,4.990833e-06,2.96267e-06,9.920659e-06,2.6837864e-07,7.462975e-08,4.6871214e-08,7.163169e-07,6.0371553e-05,5.682589e-09,8.789808e-05,3.774597e-06,6.307043e-08,0.002216982,0.99305665,5.3453903e-05,2.639024e-08,1.2348927e-06,0.0023971861,3.1909654e-05,8.15079e-06,1.5196241e-07,0.00192642,1.1830467e-05
Img-5.jpg,2.2884526e-06,0.032553606,0.0006111026,1.2357032e-06,2.9995934e-05,0.013038516,8.61817e-05,0.0011714571,2.7723956e-05,0.0051280526,0.0001324398,4.4530945e-05,1.8054212e-05,0.00060880726,0.40291277,2.0900654e-05,0.007635644,0.00011985371,2.2480746e-05,0.003363059,0.0017543826,0.46219075,9.505e-07,1.5303689e-05,0.0008067116,0.00035304215,3.4214412e-05,2.562563e-05,0.067283764,6.8615977e-06
Img-6.jpg,7.9220297e-10,3.0495244e-09,2.047109e-08,1.7554694e-08,9.866843e-09,4.3774312e-10,4.3102335e-09,1.6505787e-10,4.313998e-10,3.2587393e-09,1.3652873e-08,3.0547787e-07,9.9567084e-11,4.9374347e-07,1.4882968e-08,2.0886015e-10,3.163193e-09,4.5404474e-07,5.6787614e-10,8.3265626e-09,6.6883867e-09,6.905061e-08,1.0750492e-08,0.999979,1.8502096e-08,6.1695804e-09,5.081564e-09,1.8744267e-05,1.0652843e-08,8.5189065e-08
Img-7.jpg,0.004628585,4.1035648e-05,3.485893e-05,2.0625234e-06,5.830823e-05,2.0375458e-06,7.975226e-07,2.519694e-05,9.76338e-06,2.6338812e-05,8.56613e-05,2.7804172e-06,5.191955e-05,9.398457e-07,1.2552615e-05,0.9948985,4.5279594e-05,5.5238036e-07,1.3545076e-06,1.9476404e-07,8.580495e-07,4.0981968e-06,3.1931158e-06,6.184511e-08,2.073458e-07,4.59221e-06,2.9439823e-06,2.1591293e-07,2.8676568e-06,5.2099847e-05
Img-8.jpg,5.9136455e-06,1.3154003e-08,1.5085735e-09,1.5961878e-09,3.9162495e-09,4.5321688e-10,1.0316128e-09,3.5699863e-08,1.2562895e-08,9.461994e-09,2.1841824e-09,1.0712503e-08,0.99999046,1.268748e-09,7.676504e-11,1.6643244e-06,2.5907634e-10,2.265864e-09,6.86932e-07,8.155827e-10,1.0221341e-11,4.8992255e-11,8.235806e-07,7.835999e-09,1.5900012e-09,3.122144e-10,3.8543993e-10,5.8272978e-09,2.3106355e-11,2.3728484e-09
Img-9.jpg,1.0501302e-07,1.4663692e-06,1.763993e-06,3.8710743e-07,0.9998388,2.5145013e-09,1.8058688e-07,9.882236e-08,3.5794483e-09,1.6005994e-07,9.627793e-06,2.6810542e-07,6.120845e-07,8.4003446e-08,1.3418697e-05,9.229732e-06,7.7468975e-08,5.3534325e-08,0.000116959556,1.971797e-06,1.0792292e-06,1.9790338e-09,3.109732e-06,3.7285104e-09,3.180594e-08,1.3735549e-07,4.478379e-07,1.9395625e-07,7.2546795e-09,4.20583e-08
Img-10.jpg,6.6266453e-10,9.447143e-11,1.4524885e-10,7.048459e-10,2.0512802e-11,1.2268833e-08,4.8057904e-09,1.2141432e-07,1.0,6.6059556e-08,7.694648e-12,1.9809854e-10,1.6063224e-08,2.8838139e-09,1.4765337e-09,1.6675875e-10,1.9259798e-09,1.9731644e-10,1.41851295e-08,2.878246e-10,1.0402453e-09,1.5079492e-09,1.7979656e-09,3.271196e-08,6.850991e-10,2.7970015e-10,3.538136e-10,4.8189346e-09,1.729564e-10,1.7125151e-09
