image_id,antelope,bat,beaver,bobcat,buffalo,chihuahua,chimpanzee,collie,dalmatian,german+shepherd,grizzly+bear,hippopotamus,horse,killer+whale,mole,moose,mouse,otter,ox,persian+cat,raccoon,rat,rhinoceros,seal,siamese+cat,spider+monkey,squirrel,walrus,weasel,wolf
Img-1.jpg,2.0434322e-06,4.4061025e-07,4.900747e-06,3.1333568e-06,0.9973825,2.0848057e-07,1.3547724e-06,1.2911916e-06,5.8272536e-07,5.3850517e-06,0.00013552455,2.7527522e-05,3.8779992e-05,3.2943224e-06,1.5039238e-05,0.0013023671,3.913041e-08,1.0961419e-06,0.0009743373,2.5640456e-06,2.9827288e-07,1.6218763e-07,8.77901e-05,1.6541284e-07,2.8680067e-06,5.766509e-07,2.7644512e-07,3.6833558e-06,5.0344613e-07,1.2295762e-06
Img-2.jpg,0.0003285713,0.00083841546,0.0006188229,0.08711138,0.00019905038,0.004184832,0.000634782,0.0003489938,0.00012821262,0.00057040993,0.00017920557,0.002906758,6.329413e-05,0.0018999308,0.000661312,0.00013080773,0.0087351985,0.0004922174,8.971073e-05,0.20510797,0.009631049,0.007095384,0.007008799,0.006048993,0.6424079,3.804138e-05,0.0037104418,0.008058824,0.00010318978,0.00066750287
Img-3.jpg,8.696862e-05,2.022674e-05,2.7395607e-05,0.00021163216,0.0041031325,1.6406753e-05,0.0008303191,8.759026e-06,6.351387e-05,2.4195706e-05,0.0003408728,0.002958806,3.5207766e-05,3.068329e-05,0.00010789236,0.1448604,2.3082948e-05,1.0728621e-05,0.0002352315,2.1043517e-05,8.158952e-05,1.2738828e-05,0.8452364,1.7518712e-05,6.4911787e-06,5.7025704e-06,1.959015e-05,7.4457794e-06,2.753394e-06,0.00059327646
Img-4.jpg,3.7689082e-05,0.001027135,0.00015253457,0.00038858756,1.7269693e-05,0.0015772595,0.0003976386,0.00012188483,0.00012450197,0.00052713056,2.5456806e-05,6.1166436e-05,1.3117707e-05,0.00011894107,0.00024708916,6.530153e-06,0.00084167847,0.0004708506,5.913871e-06,0.00788362,0.788068,0.012562478,2.1372885e-05,0.00028305093,0.15357591,0.0068968744,0.0027035207,1.684122e-05,0.021614654,0.00021131834
Img-5.jpg,3.5462406e-06,0.014119741,0.00032058154,6.2330823e-06,4.0455274e-05,0.0014807235,0.00012387522,0.00035641406,2.101027e-05,0.00028918273,0.0001322269,5.3082047e-05,3.6787413e-05,4.1217594e-05,0.8877496,3.9197548e-05,0.0026453906,0.00029819566,2.407731e-06,0.0014638907,0.0017558329,0.081818745,5.6723316e-06,0.00013029938,0.00044584065,0.00036927135,2.5538362e-05,1.1798716e-05,0.0061939117,1.9316141e-05
Img-6.jpg,4.6138034e-06,2.670961e-07,9.6556214e-05,3.9979e-05,6.02925e-05,6.7375095e-07,7.83569e-06,6.30486e-06,3.995333e-06,3.7104326e-06,3.4525998e-05,0.00068515184,1.5179954e-06,8.343614e-05,1.054697e-05,8.603614e-06,5.6770915e-07,0.0003458111,2.6672103e-06,8.087182e-06,9.821317e-06,1.0070815e-05,5.748856e-05,0.9395686,1.9165165e-05,9.483618e-06,2.1041922e-06,0.058837555,1.4556532e-06,7.9137135e-05
Img-7.jpg,0.00082619395,4.0948235e-05,0.00032217437,3.7482278e-06,0.00028320483,5.1915363e-06,1.5144289e-05,6.441889e-05,9.614424e-06,0.0001010241,8.745167e-05,9.432898e-06,0.0016077532,2.2506756e-06,7.563848e-06,0.9963737,2.5836198e-05,7.178104e-07,6.375984e-05,9.921591e-07,2.584958e-05,1.5528307e-06,2.3489265e-05,2.865862e-07,5.6175423e-07,1.1003172e-05,4.1243684e-06,1.9005377e-07,1.7874727e-06,8.003898e-05
Img-8.jpg,0.0011925808,1.3193843e-06,2.7915441e-06,3.5557396e-06,3.6963336e-06,3.3517545e-06,1.0173287e-06,7.159136e-06,8.727158e-06,1.1200711e-05,5.235643e-06,3.842943e-05,0.9976185,8.0836617e-07,3.1266956e-07,0.00014755676,3.3411158e-07,1.8908574e-06,7.714176e-05,1.2567485e-06,2.681503e-08,6.265984e-07,0.0008398648,1.7403414e-05,2.2393667e-06,1.2359625e-06,7.888809e-07,6.655412e-06,3.778919e-06,5.38086e-07
Img-9.jpg,8.324694e-06,3.1779913e-05,7.476358e-05,9.682016e-06,0.99610674,1.706737e-07,6.504545e-06,1.9047555e-06,9.167618e-07,7.155655e-06,0.00033195174,2.0533325e-06,5.0380782e-05,2.8113332e-06,0.0002820219,0.0014421314,8.0472525e-08,5.74654e-06,0.0015363052,5.6700333e-06,3.0134306e-05,3.9688594e-08,2.5995338e-05,4.9429514e-07,5.562043e-07,1.8506202e-05,1.2159649e-05,7.036173e-07,6.001816e-07,3.714157e-06
Img-10.jpg,1.03623236e-07,6.5033876e-09,4.1228128e-07,1.6112205e-07,2.2969207e-08,4.8223507e-07,1.0047077e-06,7.288539e-06,0.9999827,1.8299922e-06,1.8407656e-08,4.719299e-08,2.3292382e-07,1.5286024e-07,1.960726e-08,1.9720941e-08,8.499852e-08,1.6530537e-08,1.8880446e-06,1.8449387e-07,2.0237178e-07,8.603766e-09,2.724823e-07,7.766971e-07,1.4278917e-08,4.0469163e-07,6.159237e-08,3.6271376e-07,8.727349e-08,1.0894813e-06
